trddy,mkt_rf,smb,hml,umd,rmw,cma,rf,smb_equal,hml_equal,umd_equal,rmw_equal,cma_equal
2001-10-17,-0.007629304,-0.000611628,0.0022276149,0.0012188283,0.0002530577,-0.000797643,0.000061,0.0001387481,0.0026803889,0.0011851466,0.0010273913,-0.001360809
2001-10-18,-0.017440519,-0.002928945,-0.001822238,0.0043743632,-0.000943738,-0.001789425,0.000061,-0.002078491,-0.001072789,0.0028250377,0.0010869725,-0.002296579
2001-10-19,-0.029145105,-0.011105438,-0.003973392,0.0068501169,0.0040405148,-0.002555476,0.000061,-0.009028405,-0.001976906,0.0061750016,0.0029150328,-0.001020241
2001-10-22,-0.031766817,-0.010513264,-0.004178387,0.0001227854,0.0036669881,-0.005158485,0.000061,-0.008628494,-0.002403988,-0.000035512,0.0038525628,-0.003961474
2001-10-23,0.0979351535,-0.001877164,0.0058518133,-0.00238898,0.0024009126,-0.00276485,0.000061,-0.002454484,0.0058890887,0.0001864439,0.0050764903,-0.006230959
2001-10-24,0.0314479135,0.0242276554,0.0182086864,-0.03417353,-0.009919078,0.0097203607,0.000061,0.0205730657,0.015979581,-0.025997387,-0.004462018,0.0061380445
2001-10-25,-0.026945373,-0.004250684,-0.005200747,0.0010936299,0.0032071211,-0.002021524,0.000061,-0.002213938,-0.005178388,0.0001388761,-0.000424275,0.0003916807
2001-10-26,-0.00169134,0.0024257298,0.0069961154,-0.000588686,-0.005893896,0.0056562107,0.000061,0.0030628572,0.0062336413,0.0022513811,-0.004867178,0.0065098682
2001-10-29,0.0148163521,0.0060744776,0.0073553574,-0.007647699,-0.006157682,0.0077961669,0.000061,0.0063977466,0.0061552581,-0.006879243,-0.007310805,0.0086703248
2001-10-30,-0.009703444,0.0020786314,-0.00213186,0.0023037498,0.0026267299,-0.001104851,0.000061,0.0017370106,-0.001661875,0.000980102,0.0014469097,-0.001359204
2001-10-31,0.0029270653,0.0028060765,0.0095422498,0.0027109429,-0.004216749,0.0028184494,0.000061,0.0024306526,0.0094264363,0.0038128247,-0.002664834,0.0010131088
2001-11-01,0.0109124871,0.0016694366,0.0024597362,-0.008850144,-0.000491223,0.0021924532,0.000061,0.0012769429,0.0029961782,-0.008956146,-0.000608569,0.0015985276
2001-11-02,-0.008575767,0.0028203362,-0.000827002,0.0022909317,0.0007016913,-0.001369393,0.000061,0.0020124113,-0.001073406,0.0013764516,-0.000794266,0.0001985167
2001-11-05,-0.008869302,0.0033894604,0.0056109285,0.0063516501,-0.004868007,0.0050950365,0.000061,0.0033911386,0.0065287853,0.0055717589,-0.004165741,0.0042096119
2001-11-06,-0.004792835,-0.001402618,-0.00166463,0.0018773937,0.0016379791,-0.002044166,0.000061,-0.000137638,-0.001217499,0.0008875377,0.0003448425,-0.000395459
2001-11-07,-0.050472559,-0.008629094,-0.012535002,0.0150796141,0.0062626483,-0.005634932,0.000061,-0.007160882,-0.011933536,0.0123438127,0.0037442495,-0.004164625
2001-11-08,0.0093948693,0.0022944338,0.0070857439,0.0012710833,-0.003335549,-0.000518966,0.000061,0.0024505153,0.0081866927,0.0030198134,-0.003239395,-0.000746667
2001-11-09,0.0176097985,-0.001779593,-0.000677511,-0.008386396,-0.001082152,-0.000362602,0.000061,-0.001793612,-0.001106732,-0.007602905,-0.00036669,-0.000656695
2001-11-12,-0.006354859,0.0043009428,-0.00145145,-0.000371977,-0.003143324,0.0035385557,0.000061,0.0048437774,-0.001105736,-0.001400208,-0.00317374,0.0047565383
2001-11-13,-0.004962102,-0.00210476,0.00301096,0.0007854974,0.0017902142,0.0006650541,0.000061,-0.002058759,0.0033063445,-0.000200415,0.0024181044,-0.000875451
2001-11-14,0.0013432176,0.0038707757,0.0015362187,-0.002124094,-0.001779521,0.000826599,0.000061,0.0036000936,0.0014072589,-0.000878418,-0.001473568,0.0009492302
2001-11-15,0.0011026796,0.0019384188,-0.001754068,-0.004206032,-0.002000378,0.0011292514,0.000061,0.0018169221,-0.001355938,-0.00372646,-0.00290628,0.0026399799
2001-11-16,0.0153932519,0.0055448518,0.005078762,-0.003303555,-0.001580331,0.0018099661,0.000061,0.0047985618,0.0053895059,-0.003714719,-0.000027914,0.0002745923
2001-11-19,0.0131309964,0.0085226122,0.0093599083,-0.011319961,-0.005066738,0.0056468142,0.000061,0.0074687836,0.0088336963,-0.011687485,-0.004691131,0.0049534481
2001-11-20,0.0201976482,0.0007018662,0.0009097918,-0.011015213,0.0038985678,-0.003356212,0.000061,-0.000824713,0.000646845,-0.010001233,0.0050077479,-0.004663791
2001-11-21,0.0051538436,-0.004171753,-0.003820062,-0.008189765,0.000982555,-0.002499557,0.000061,-0.005166614,-0.005175565,-0.007830912,0.0012232609,-0.002719341
2001-11-22,0.0082943416,-0.00013216,-0.001727713,-0.006623053,-0.00006635,-0.002121023,0.000061,-0.001054602,-0.002081479,-0.005492908,-0.0005067,-0.001404109
2001-11-23,-0.002613125,-0.000354259,0.001382371,0.0007861721,-0.000495482,0.0005478182,0.000061,-0.000695424,0.001785339,0.0002649568,-0.000231257,-0.000036515
2001-11-26,-0.003783325,-0.000018071,-0.003510021,0.0006687478,-0.002262553,-0.000027916,0.000061,0.0000254676,-0.003221844,0.000079155,-0.003151921,0.0011133946
2001-11-27,0.0113004239,0.0015282437,0.0005365199,-0.006942667,-0.002301648,0.0011798408,0.000061,0.0002539002,-0.000680399,-0.005971585,-0.001232627,0.0005816518
2001-11-28,0.0089154949,0.0011157262,-0.002216346,-0.005771717,0.0018210482,-0.001030658,0.000061,0.001087377,-0.003480494,-0.005399313,0.0021358784,-0.000633961
2001-11-29,-0.000331709,0.003136908,-0.002594036,-0.001043376,0.0009241928,0.001498808,0.000061,0.0032871977,-0.002334996,-0.00162556,-0.000139065,0.0014608677
2001-11-30,0.0090143577,0.0029381622,0.0032474466,-0.002763608,-0.003726076,0.0027975586,0.000061,0.0017880867,0.0024861929,-0.002907861,-0.00307268,0.0035679401
2001-12-03,0.0087273334,-0.000199633,0.0019721916,-0.004335387,0.0009687245,0.0009471377,0.000061,-0.000230977,0.0009740975,-0.002514267,0.0017599796,-0.0004833
2001-12-04,0.0047527411,-0.00038369,0.0010955216,-0.002321356,-0.000320045,-0.000112,0.000061,-0.000173989,0.0005460821,-0.001638719,-0.000865184,-0.000213634
2001-12-05,-0.016089548,-0.006838705,0.0018948976,0.0061302166,0.0131970073,-0.008869553,0.000061,-0.005472996,0.0026576802,0.0064365902,0.0118061409,-0.010476434
2001-12-06,0.0061304466,0.0000388917,0.0001891484,-0.003858536,-0.002703778,-0.001539067,0.000061,-0.000931369,0.0004492222,-0.003412394,-0.001492646,-0.001612604
2001-12-07,-0.001169938,-0.002648979,0.0003953531,-0.002989636,0.0019932371,-0.001740315,0.000061,-0.003568959,0.0010730774,-0.002749509,0.0033732227,-0.003517662
2001-12-10,0.0006967605,0.0004940255,0.0011280403,0.0041554806,0.000187923,0.0018464173,0.000061,0.0002625405,0.001208966,0.003574561,-0.000810667,0.0021051019
2001-12-11,-0.011187337,-0.000338563,-0.001948758,0.0035411771,0.0009488215,-0.001363078,0.000061,0.000165935,-0.002008246,0.0016903993,-0.000396595,-0.001124093
2001-12-12,-0.009485903,-0.001347339,-0.000181616,0.0031047156,0.0024150291,0.0000621262,0.000061,-0.001388018,0.0000956434,0.0018702894,0.0035580508,-0.001740891
2001-12-13,-0.016660996,-0.001518804,-0.001689952,0.0067568196,0.0025171558,-0.003386239,0.000061,-0.00165093,-0.001657822,0.0063651321,0.0020411241,-0.003772679
2001-12-14,-0.008282786,0.0001571951,0.0009863449,0.0041910533,0.0027029849,-0.001637537,0.000061,0.0010082348,0.0004062374,0.0028398818,0.0004099755,0.0008146299
2001-12-17,-0.006405573,0.000694358,0.0049672452,0.0028487201,0.0044264453,-0.000935739,0.000061,0.0017299622,0.0045367027,0.0015954741,0.0023791649,-0.000313287
2001-12-18,0.0151955433,-0.000539592,0.0060971565,-0.006825462,0.0009901758,0.0002205549,0.000061,-0.001091448,0.0062402203,-0.007716252,0.003429975,-0.002146456
2001-12-19,-0.009871277,-0.000621615,-0.005522447,0.0023617304,0.0020954714,-0.003641277,0.000061,-0.000204253,-0.005361497,0.0022201946,-0.000359971,-0.001591972
2001-12-20,-0.024990356,-0.004283471,-0.002701782,0.005117834,0.0044258831,-0.003890161,0.000061,-0.003295989,-0.002204115,0.0041829238,0.0034869452,-0.003374693
2001-12-21,0.0056659056,0.0013855882,0.0026083537,-0.001792741,-0.000182995,-0.000070919,0.000061,0.0012575697,0.0028207986,-0.002382999,0.0000748626,-0.000655933
2001-12-24,-0.020354422,-0.002035739,-0.001904008,0.007795118,0.0074678872,-0.004714836,0.000061,-0.00034856,-0.001224019,0.0057115726,0.00657307,-0.004847122
2001-12-25,0.0027626625,-0.000712284,0.002684126,-0.003893132,0.001640107,-0.000080009,0.000061,-0.000222856,0.0027549658,-0.003578828,0.0026313982,-0.001052466
2001-12-26,0.0126757879,-0.000440715,0.0027647801,-0.004051061,0.0001099154,0.0017087788,0.000061,-0.000652399,0.0017049341,-0.003212423,0.0014274136,-0.000300871
2001-12-27,-0.005469605,-0.001135402,-0.002101016,0.0015386171,0.0065548614,-0.006476831,0.000061,-0.000354249,-0.0012034,-0.00010436,0.0055862768,-0.005655682
2001-12-28,0.0050883544,-0.001432801,0.0047593249,0.0004262666,0.0058610371,-0.001248956,0.000061,-0.001544874,0.0044743789,-0.003059896,0.0054299521,-0.00233845
2001-12-31,0.0033253854,-0.000505938,0.002469801,0.0055330636,0.0075568273,-0.003659236,0.000061,-0.000312328,0.0034986129,0.0048907162,0.0064689863,-0.004125295
2002-01-04,-0.019175164,-0.000586758,-0.004184768,0.0011206498,-0.005522778,0.0022128902,0.000061,0.0011112086,-0.004368086,0.0005900655,-0.00558208,0.0046824846
2002-01-07,-0.011709432,0.0005132337,-0.001979745,0.0036879286,-0.000151398,0.0033930709,0.000061,0.0011791226,-0.002913653,0.0036364092,0.0006982996,0.0026317684
2002-01-08,-0.008219707,-0.001604373,-0.001936857,0.0029598496,0.0025867148,-0.001139219,0.000061,-0.000890661,-0.000923018,0.005127428,0.0028549094,-0.001555952
2002-01-09,-0.01848317,-0.004634222,-0.002117525,0.0077029613,0.0051672558,-0.005447436,0.000061,-0.002455005,-0.001843013,0.0081146187,0.0058403926,-0.004868043
2002-01-10,0.0087410858,0.003713839,0.0074796148,-0.004754415,-0.00445679,0.0017241105,0.000061,0.0035440991,0.0084743727,-0.003221635,-0.001146833,-0.000732321
2002-01-11,-0.026946957,-0.003650712,-0.004219589,0.0136430358,0.0049072243,-0.003611478,0.000061,-0.001822998,-0.002886842,0.0116214437,0.0053066894,-0.003244096
2002-01-14,-0.037733945,-0.003016767,0.0007667363,0.0132657076,0.0043543422,-0.000756796,0.000061,-0.001123876,0.0019110427,0.0097661876,0.0024505811,0.0000588772
2002-01-15,-0.019082757,-0.003457555,0.006911759,0.0078848442,0.0069623888,-0.000339614,0.000061,-0.00295173,0.0063652325,0.0063225013,0.0052347871,0.0002964519
2002-01-16,0.0118264591,0.000028327,0.0090132374,-0.006885433,0.0063003807,-0.003455084,0.000061,-0.000396842,0.010235105,-0.002451853,0.0054825831,-0.00381076
2002-01-17,-0.047310759,-0.013124858,-0.009924966,0.0219644045,0.014652884,-0.008699515,0.000061,-0.008979757,-0.008423944,0.0212913595,0.0096328629,-0.005101033
2002-01-18,-0.006260535,-0.012404446,0.0021447256,0.0133162899,0.0179204685,-0.010440867,0.000061,-0.011292194,0.0020723146,0.0155477824,0.0180248732,-0.014299383
2002-01-21,-0.041823576,-0.016415421,-0.016988548,0.0230126604,0.02041253,-0.017463316,0.000061,-0.011830106,-0.01477392,0.0243098585,0.0173914532,-0.014639227
2002-01-22,-0.005466289,-0.019204153,-0.00892221,0.005743796,0.0196178664,-0.021089152,0.000061,-0.017226966,-0.009511532,0.0080026062,0.022369538,-0.024182216
2002-01-23,0.0679965627,0.008526258,0.0183178833,-0.022402002,-0.007663521,0.0039286612,0.000061,0.0034439758,0.0172805239,-0.016906683,-0.001271417,-0.003111669
2002-01-24,0.0081699119,0.0082666771,0.0030139207,-0.007568788,-0.011402159,0.0112472798,0.000061,0.0057624633,0.0036981081,-0.010360157,-0.010827429,0.0118875771
2002-01-25,0.0013308633,0.0030589679,-0.000087413,-0.007985823,-0.008903617,0.0060739872,0.000061,0.0029993038,-0.001330158,-0.010708124,-0.008748407,0.0072453993
2002-01-28,-0.066848076,-0.001931714,-0.013836676,0.0252662714,0.006228401,0.0005266494,0.000061,0.0028156722,-0.011833859,0.0225664308,-0.00017897,0.0077661052
2002-01-29,0.0278009698,0.005580171,0.0108748001,-0.017179952,-0.008617487,0.00340103,0.000061,0.0022549029,0.0096995371,-0.014794848,-0.005026937,0.0012529505
2002-01-30,0.0078475379,0.0078828925,0.0062626604,-0.011868012,-0.008420158,0.0036109028,0.000061,0.005517781,0.0063406559,-0.014065826,-0.008487868,0.0057739659
2002-01-31,0.0697322345,0.0059796422,0.0064028969,-0.017534455,-0.0044439,-0.000939382,0.000061,0.0028599145,0.0053559629,-0.012291568,0.0002245066,-0.00493843
2002-02-01,-0.003456782,0.0024179333,-0.001698198,-0.007591586,-0.005860617,0.0030504874,0.000061,0.0015271703,-0.00326805,-0.011009366,-0.007314548,0.0037268288
2002-02-04,0.0198668453,0.0043977066,0.0061561419,-0.019226446,-0.007029194,0.0051832266,0.000061,0.0025083595,0.0049480197,-0.020030614,-0.007698811,0.0058776515
2002-02-05,0.0053823475,-0.004317943,0.0021335827,-0.012380018,0.0014365432,0.0000304581,0.000061,-0.004284428,0.0006017474,-0.010114463,0.0022789308,-0.000231705
2002-02-06,-0.025608483,-0.005195595,-0.006961126,0.020741813,0.0095421785,-0.007655768,0.000061,-0.003927859,-0.007186972,0.01891203,0.0085224928,-0.005240414
2002-02-07,0.0222048903,0.0037403157,-0.0021928,-0.014061917,-0.00247226,0.000076526,0.000061,0.0019611555,-0.003491173,-0.014235157,-0.000987763,-0.000732555
2002-02-08,-0.004761186,0.0027838433,-0.001190446,0.0060727557,-0.000033179,0.0008815751,0.000061,0.0031953643,-0.001958504,0.0052355455,-0.00159479,0.0029358038
2002-02-25,0.0197650827,0.0038943808,0.0059399907,-0.012011061,-0.007614841,0.0045823845,0.000054,0.002621746,0.0045734904,-0.012046123,-0.007739529,0.0057013326
2002-02-26,0.0021187663,0.0070943882,0.0051049332,-0.009980378,-0.007390583,0.0067073932,0.000054,0.0065663192,0.0033041601,-0.01219534,-0.009976303,0.0082668286
2002-02-27,0.0027449204,0.0017587534,0.0006332475,-0.003748064,-0.000699616,0.0011213794,0.000054,0.0008193351,-0.00015748,-0.00401129,0.0000382703,0.000276865
2002-02-28,-0.008932659,-0.001515972,-0.005516625,0.0006696816,-0.001386634,0.0013734613,0.000054,-0.001512738,-0.00615071,0.0008449424,-0.003039054,0.0039854995
2002-03-01,-0.016638082,-0.004047138,-0.003483579,0.0140924793,0.0068592353,-0.004587086,0.000054,-0.003890338,-0.003578896,0.0143823335,0.0069355116,-0.004561363
2002-03-04,0.0180719844,0.0040616683,0.002898599,-0.009687226,-0.004641987,0.0029913862,0.000054,0.0022946769,0.0037330894,-0.009346406,-0.003301822,0.0018612732
2002-03-05,0.0252399902,0.0030335263,-0.001699951,-0.0091652,-0.001876671,0.002821247,0.000054,0.0033248328,-0.002116611,-0.009399956,-0.000479009,0.0006259605
2002-03-06,0.0096213493,0.0020745609,-0.000082101,-0.011794298,-0.00924429,0.0096431607,0.000054,0.0024641661,-0.000452761,-0.011389661,-0.00932575,0.0096180037
2002-03-07,0.0317696956,0.0038551887,0.0090495152,-0.021418551,-0.010941511,0.0096962514,0.000054,0.0020911394,0.0100077984,-0.021497212,-0.007554394,0.0047913725
2002-03-08,0.019519007,-0.001905921,-0.00675955,-0.024207193,-0.001855724,0.0018716229,0.000054,-0.001412256,-0.00596146,-0.020905,-0.000592013,0.0020935409
2002-03-11,0.0215174528,0.0034848998,0.0045916144,-0.0191905,-0.006322842,0.0003983919,0.000054,0.0020853266,0.0046935397,-0.020635747,-0.008531433,0.0041762171
2002-03-12,-0.013345357,-0.006524087,-0.003509856,0.0062114638,0.0021244022,-0.002760516,0.000054,-0.004913455,-0.004293082,0.0056504205,0.0003592289,0.0002118013
2002-03-13,-0.018035596,-0.002066149,0.000239615,0.019551766,0.0077947369,-0.005487396,0.000054,-0.000530473,-0.000287464,0.0208177236,0.0056898415,-0.006152904
2002-03-14,0.0298167295,0.0081452024,0.0017688451,-0.020180073,-0.011780635,0.0078413557,0.000054,0.0064620932,0.00282584,-0.019054798,-0.010175756,0.0082218719
2002-03-15,-0.028789898,-0.002136303,-0.010061261,0.0151895707,0.0062228752,-0.006809995,0.000054,-0.001204106,-0.010080539,0.016203285,0.0045910373,-0.004619661
2002-03-18,0.001878543,0.0024144254,0.0008350626,-0.000769313,-0.001710943,0.0022581793,0.000054,0.0019774417,0.0016016128,-0.001227631,0.0000367084,-0.000704338
2002-03-19,0.0225040016,0.0055956752,0.0021711187,-0.005511854,-0.00057924,0.0005777745,0.000054,0.003653035,0.0012325505,-0.006045375,0.0024067162,-0.000809072
2002-03-20,0.0109822009,0.0004079468,-0.002687906,-0.004725784,-0.000169455,0.0002380819,0.000054,0.0006555205,-0.003235491,-0.005712811,-0.001747665,0.0014348804
2002-03-21,0.0023853662,-0.000963728,0.0013424197,-0.005807831,-0.001405647,0.0026527717,0.000054,-0.002219909,0.0004975688,-0.006640165,-0.000289101,0.0003810587
2002-03-22,-0.010126809,0.0010955407,0.0007556725,0.0094585267,0.0023104032,-0.000888054,0.000054,0.001823355,0.0005840584,0.0084694365,0.0012549743,0.0003101198
2002-03-25,0.0037308852,0.0027283258,0.0001081291,-0.000508947,-0.003320141,0.0013931726,0.000054,0.0023642069,-0.000331602,-0.000912715,-0.002662818,0.0013917276
2002-03-26,-0.015885552,0.000529051,-0.001801508,0.0069582002,0.0006981031,-0.000383049,0.000054,0.0006694077,-0.002786711,0.0058434124,-0.001292443,0.001037249
2002-03-27,0.004335939,0.0035266983,0.0045021202,-0.001132855,-0.00222984,0.0023894102,0.000054,0.0021092372,0.0041705159,-0.002037656,-0.00181871,0.0013778994
2002-03-28,-0.00023925,0.002567775,0.001444819,0.0017377698,-0.000296352,0.0007434921,0.000054,0.0027253816,0.0013986574,0.001178319,-0.000354178,0.0006725163
2002-03-29,-0.030218014,-0.001079329,-0.003308051,0.0132746972,0.0044708419,-0.004087025,0.000054,-0.00011097,-0.00205913,0.0113796033,0.002901866,-0.002736421
2002-04-01,0.0045314453,0.0038021559,0.0020046477,-0.000627113,-0.003588322,0.0017121974,0.000054,0.002271878,0.0011444622,-0.0010033,-0.004019462,0.0013293157
2002-04-02,-0.016531293,0.0015434961,0.0022584038,0.0098617545,-0.001045838,-0.000026587,0.000054,0.0030781412,0.0016825719,0.0062925844,-0.003899032,0.0018578717
2002-04-03,0.0043538147,0.0015033317,0.0046993044,-0.00226775,0.0003542893,0.0001209819,0.000054,0.0015179701,0.0042267881,-0.003206306,-0.000128501,0.0005275196
2002-04-04,0.0284976612,0.0014544637,0.0015351795,-0.013512991,-0.002520821,0.0035988392,0.000054,0.0000616929,0.0012851832,-0.010483753,-0.001487447,0.0025066671
2002-04-05,-0.003749813,0.0044235853,0.0035445238,-0.000620046,-0.006053541,0.0034719619,0.000054,0.0035005259,0.0036347139,-0.000755192,-0.005521857,0.0023330766
2002-04-08,0.0016310842,0.0040346866,0.0038463856,0.0027152815,-0.005183832,0.0070321412,0.000054,0.003277219,0.0038969803,0.0024726934,-0.003966936,0.0056764353
2002-04-09,0.0199718487,0.0010302877,0.0024000738,-0.008978686,-0.002620437,0.0055453645,0.000054,0.000191779,0.0027213927,-0.006921599,-0.000344158,0.0030794884
2002-04-10,0.0068691506,-0.003537298,-0.004926295,-0.008474427,-0.000829951,-0.002542943,0.000054,-0.003032529,-0.003829621,-0.007731587,0.0005452906,-0.00194289
2002-04-11,-0.016900949,-0.000823578,-0.001670454,0.009184815,0.0006849435,0.0011720957,0.000054,-0.000793052,-0.0022028,0.0085605193,-0.000249503,0.0011857712
2002-04-12,0.0050048585,0.0023646573,0.0041878277,-0.002768534,-0.002149905,0.0024055763,0.000054,0.0015850762,0.0036951602,-0.002597158,-0.001014227,0.0014635029
2002-04-15,-0.003763816,0.001684872,0.0035921666,-0.001033648,-0.002152325,0.0038535899,0.000054,0.0018221548,0.0037749114,-0.001970949,-0.002316333,0.0031635124
2002-04-16,-0.002468623,-0.001474033,-0.005349521,-0.002997873,0.0018077957,-0.003749277,0.000054,-0.000828384,-0.005375575,-0.0031214,0.0005322123,-0.002965954
2002-04-17,0.000176502,0.0006270088,0.0022389403,0.0009028317,0.0029866131,-0.002680148,0.000054,0.0005142866,0.0025491873,0.0003623162,0.0020839073,-0.002198857
2002-04-18,-0.011703175,-0.000046772,0.0008768812,0.0097526069,0.00272573,-0.001266768,0.000054,0.0004383261,0.0011829903,0.0087917716,0.0024549533,-0.001826777
2002-04-19,0.0033930714,0.0017417817,0.0048829817,-0.005811913,-0.00268862,-0.000124532,0.000054,0.000971013,0.004272783,-0.00453289,-0.002319084,0.0002218261
2002-04-22,-0.004570537,0.0009068343,0.001760464,0.0017137675,0.0012964968,0.0009878652,0.000054,0.0010477599,0.002663075,0.001008958,0.0007248033,0.0000521409
2002-04-23,-0.003084899,0.0022872093,0.0019633487,0.0038136001,0.0016299016,-0.000693075,0.000054,0.0021391876,0.0015135184,0.0041307589,0.001243568,-0.001214167
2002-04-24,-0.009127485,-0.003636522,-0.000472311,0.0039196654,0.0035500539,-0.001931502,0.000054,-0.002639561,-0.000236852,0.0053162509,0.0031188555,-0.001639927
2002-04-25,0.0027698672,0.003326902,-0.002298056,0.0004637357,-0.003788015,0.0035013299,0.000054,0.0035715686,-0.001856099,-0.000635942,-0.003739823,0.0039973249
2002-04-26,0.0175238517,0.0046704431,0.0017631894,-0.008236441,-0.005426513,0.0039540506,0.000054,0.0050910866,0.0013386516,-0.006623352,-0.005170873,0.0042498204
2002-04-29,0.018386281,0.0092669695,-0.000487638,-0.010098591,-0.007066584,0.0071204121,0.000054,0.0113186018,-0.002294375,-0.008911003,-0.007718902,0.0085941099
2002-04-30,0.0006289237,-0.00122693,0.0027012948,-0.000204164,0.0013674452,-0.000285833,0.000054,-0.001838667,0.0017580034,-0.000771436,0.0017618096,-0.000549849
2002-05-08,-0.008603811,0.0018307498,0.0011337748,0.0014109534,-0.001474241,-0.00094436,0.000054,0.0009390359,0.0007071317,-0.000874232,-0.002138198,0.0000166416
2002-05-09,0.0014013344,0.0005345275,0.0001729781,-0.004746013,-0.007071153,0.0053695175,0.000054,-0.000060824,0.0002473934,-0.004684434,-0.005887169,0.0044329245
2002-05-10,-0.007808396,-0.00321436,-0.002981307,-0.001468622,0.0037566296,-0.006597304,0.000054,-0.003151336,-0.002174024,-0.000605756,0.0040215705,-0.006526309
2002-05-13,-0.009913492,0.0058421925,-0.001357986,0.0025829798,-0.004613034,0.0048406565,0.000054,0.006294418,-0.001313302,0.000894812,-0.004661489,0.0062735204
2002-05-14,-0.004859421,0.0036473404,-0.002946339,-0.003670646,-0.003218924,-0.00015774,0.000054,0.0026920296,-0.003041499,-0.004881398,-0.003062697,0.000567953
2002-05-15,-0.010259072,-0.001268143,0.0028791638,0.004015365,0.0026155459,-0.001690749,0.000054,-0.000824288,0.0031265201,0.0028640581,0.0016850289,-0.000647493
2002-05-16,-0.035181611,-0.004979557,-0.00319301,0.0116836205,0.0042170704,-0.002244117,0.000054,-0.002431604,-0.002828302,0.0107374301,0.0031340674,-0.0024611
2002-05-17,0.0125548469,-0.002795362,-0.000191034,-0.003843167,-0.003270932,0.00111925,0.000054,-0.003295801,-0.000280958,-0.002096105,-0.002189735,-0.001283352
2002-05-20,-0.014455319,-0.001637457,-0.007876979,-0.003553371,-0.003904348,0.0008327861,0.000054,-0.000528193,-0.007491895,-0.00355934,-0.005806336,0.0043273677
2002-05-21,0.0349816421,0.0045955145,0.0016914714,-0.014165607,-0.006056171,0.0031706983,0.000054,0.0024721996,0.0016824613,-0.01196638,-0.004096727,0.0013403005
2002-05-22,-0.015026397,0.0004359543,0.0005438297,0.000686475,0.0000181318,0.0017386391,0.000054,0.0010199961,0.0011684053,-0.000409474,0.0001649352,0.0019967405
2002-05-23,0.005305085,0.0036958492,0.0050860645,-0.000260905,-0.003755135,0.0053291267,0.000054,0.0038789571,0.0043530445,-0.001034435,-0.003689791,0.0045611687
2002-05-24,-0.014241785,0.0002968749,-0.003023264,0.0056958681,0.0006447039,-0.000308877,0.000054,0.0011112067,-0.002517937,0.0047433473,-0.001420278,0.0025789904
2002-05-27,0.0041222856,0.0021380149,0.0027123084,-0.002665631,-0.005252887,0.0047485913,0.000054,0.0023388128,0.0022429161,-0.003730636,-0.004744076,0.0040234062
2002-05-28,0.0019372189,-0.001501154,-0.001414866,0.0005555082,0.0030203569,-0.003275073,0.000054,-0.001094762,-0.000466877,0.0018968472,0.0020884388,-0.001669895
2002-05-29,-0.022205031,-0.004518982,-0.004745853,0.0074268214,0.0057103144,-0.004764399,0.000054,-0.003042517,-0.003253943,0.0083686186,0.0054956307,-0.004514636
2002-05-30,-0.000702128,-0.001471338,-0.000732951,-0.002213484,0.0000615042,0.0018733681,0.000054,-0.002056721,-0.001437637,-0.001743047,0.0016365135,0.000597319
2002-05-31,-0.005884597,-0.001037814,-0.0019193,0.0045935432,0.0035700496,-0.002543411,0.000054,-0.001159368,0.0001609195,0.0047999562,0.0032286064,-0.002370177
2002-06-03,-0.023465736,-0.00538098,-0.00107529,0.0095536007,0.0062151177,-0.004672371,0.000054,-0.004710996,-0.0003988,0.0085135396,0.0057589789,-0.005593934
2002-06-04,0.0044614799,-0.000170588,0.0004261651,-0.000453273,0.0014070601,-0.001519997,0.000054,-0.000355706,0.0015755011,0.0004393115,0.0001713856,-0.001363531
2002-06-05,-0.023368112,-0.009043193,-0.005428842,0.0126356076,0.0140524744,-0.010414214,0.000054,-0.006542413,-0.004102962,0.0112190387,0.0116571387,-0.009607458
2002-06-06,0.0444124192,0.0059217742,0.0067708898,-0.016823822,-0.009597744,0.0074825273,0.000054,0.0036196846,0.0054163909,-0.013644614,-0.006993768,0.0044874955
2002-06-07,0.0082158007,0.0016287091,0.0029340031,-0.010246934,-0.002634881,0.0022042317,0.000054,0.0000831436,0.0028741362,-0.01101547,-0.001241548,0.0020027675
2002-06-10,-0.008961199,-0.000200821,0.0023432645,0.0053362528,-0.000255744,0.0031281534,0.000054,-0.000080648,0.002324363,0.003702339,-0.000744344,0.0016832498
2002-06-11,0.0093194419,0.0014471211,-0.000485486,-0.007491167,-0.001196747,0.0015416081,0.000054,0.0014923495,-0.000780564,-0.005964607,-0.00131853,0.0026569664
2002-06-12,-0.005489997,0.0002457183,0.0007107442,0.0009536372,0.0010499239,-0.001492109,0.000054,0.0005963047,0.0005151346,0.0008450421,0.0001931757,-0.00105583
2002-06-13,-0.009445948,-0.002652962,-0.002662354,0.0039909071,0.0043016733,-0.002464466,0.000054,-0.001963482,-0.001969634,0.0038295851,0.0027678544,-0.001300723
2002-06-14,-0.012601288,-0.001566883,0.0030517455,0.0128015784,0.0039628419,-0.001046012,0.000054,-0.000112058,0.003178128,0.0116393611,0.0028796637,-0.000767157
2002-06-17,0.0019424683,-0.000589409,-0.000818165,-0.002320501,-0.002028967,0.0020576338,0.000054,-0.00099516,-0.001158435,-0.002925769,-0.001056499,0.0009187625
2002-06-18,0.0225019775,0.0036821362,0.0037905159,-0.00925183,-0.003782154,0.0040242614,0.000054,0.0017932183,0.0040417922,-0.007961434,-0.002146811,0.002794027
